STATISTIC,Statistic2,TLIST(M1),Month,C02438V02948,Consumer Item,UNIT,VALUE
CPM08,National Average Price,199805,1998M05,11750,Cider - bar (330ml bottle),IEP,2.313
CPM08,National Average Price,199805,1998M05,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.115
CPM08,National Average Price,199805,1998M05,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.089
CPM08,National Average Price,199805,1998M05,30430,Leaded petrol per ltr.,IEP,0.694
CPM08,National Average Price,199805,1998M05,30440,Petrol - unleaded per ltr.,IEP,0.589
CPM08,National Average Price,199805,1998M05,30450,Liquid petroleum gas per ltr.,IEP,0.383
CPM08,National Average Price,199805,1998M05,30460,Diesel per ltr.,IEP,0.557
CPM08,National Average Price,199806,1998M06,10010,Round steak per kg.,IEP,5.824
CPM08,National Average Price,199806,1998M06,10020,Sirloin steak per kg.,IEP,8.651
CPM08,National Average Price,199806,1998M06,10030,Rib steak per kg.,IEP,4.1
CPM08,National Average Price,199806,1998M06,10040,Leg beef (boneless) per kg.,IEP,4.309
CPM08,National Average Price,199806,1998M06,10050,Brisket pot roast per kg.,IEP,4.165
CPM08,National Average Price,199806,1998M06,10070,Lamb whole leg per kg.,IEP,6
CPM08,National Average Price,199806,1998M06,10080,Lamb loin chops per kg.,IEP,8.312
CPM08,National Average Price,199806,1998M06,10090,Lamb gigot chops per kg.,IEP,5.772
CPM08,National Average Price,199806,1998M06,10100,Lamb - neck per kg.,IEP,2.729
CPM08,National Average Price,199806,1998M06,10110,Lambs liver per kg.,IEP,3.394
CPM08,National Average Price,199806,1998M06,10120,Whole leg of pork per kg.,IEP,4.039
CPM08,National Average Price,199806,1998M06,10130,Pork loin chops per kg.,IEP,5.84
CPM08,National Average Price,199806,1998M06,10140,Shoulder roast of pork per kg.,IEP,3.326
CPM08,National Average Price,199806,1998M06,10150,Pork steak per kg.,IEP,8.47
CPM08,National Average Price,199806,1998M06,10160,Best back rashers per kg.,IEP,6.632
CPM08,National Average Price,199806,1998M06,10170,Streaky rashers per kg.,IEP,4.237
CPM08,National Average Price,199806,1998M06,10180,Ham fillet per kg.,IEP,5.759
CPM08,National Average Price,199806,1998M06,10240,Cooked ham per kg.,IEP,8.777
CPM08,National Average Price,199806,1998M06,10260,Pork sausages per kg.,IEP,3.047
CPM08,National Average Price,199806,1998M06,10270,Black pudding per kg.,IEP,3.033
CPM08,National Average Price,199806,1998M06,10280,Fillet of whiting per kg.,IEP,4.728
CPM08,National Average Price,199806,1998M06,10290,Cod cutlets per kg.,IEP,7.181
CPM08,National Average Price,199806,1998M06,10310,Fillet of plaice per kg.,IEP,8.89
CPM08,National Average Price,199806,1998M06,10340,Smoked kippers per kg.,IEP,4.375
CPM08,National Average Price,199806,1998M06,10460,Potatoes per 5lbs,IEP,1.517
CPM08,National Average Price,199806,1998M06,10470,Potatoes 10 kg.,IEP,4.801
CPM08,National Average Price,199806,1998M06,10480,Tomatoes per kg.,IEP,1.792
CPM08,National Average Price,199806,1998M06,10490,Onions per kg.,IEP,1.093
CPM08,National Average Price,199806,1998M06,10510,Broccoli per kg.,IEP,2.059
CPM08,National Average Price,199806,1998M06,10530,Carrots per kg.,IEP,1.034
CPM08,National Average Price,199806,1998M06,10540,Mushrooms per kg.,IEP,3.024
CPM08,National Average Price,199806,1998M06,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199806,1998M06,10800,Irish cheddar per kg.,IEP,5.746
CPM08,National Average Price,199806,1998M06,10820,Butter per lb.,IEP,1.599
CPM08,National Average Price,199806,1998M06,10880,Large (size 2) eggs per dozen,IEP,1.624
CPM08,National Average Price,199806,1998M06,10890,Medium (size 3) eggs per dozen,IEP,1.368
CPM08,National Average Price,199806,1998M06,10900,"Bread white sliced, large (800g)",IEP,0.735
CPM08,National Average Price,199806,1998M06,10910,"Bread brown sliced, large (800g)",IEP,0.823
CPM08,National Average Price,199806,1998M06,10920,"Bread white sliced, small (400g)",IEP,0.554
CPM08,National Average Price,199806,1998M06,11020,"White, plain flour per 2 kgs.",IEP,0.935
CPM08,National Average Price,199806,1998M06,11030,"White, self-raising flour per 2 kgs.",IEP,0.938
CPM08,National Average Price,199806,1998M06,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.979
CPM08,National Average Price,199806,1998M06,11080,White granulated sugar per kg.,IEP,0.893
CPM08,National Average Price,199806,1998M06,11310,Jam per lb.,IEP,1.061
CPM08,National Average Price,199806,1998M06,11320,Honey per lb.,IEP,1.675
CPM08,National Average Price,199806,1998M06,11330,Marmalade per lb.,IEP,1.048
CPM08,National Average Price,199806,1998M06,11580,Stout - take home (6 x 250ml),IEP,4.161
CPM08,National Average Price,199806,1998M06,11590,Lager - take home (4 x 330ml),IEP,4.084
CPM08,National Average Price,199806,1998M06,11610,Ale - take home (6 x 250ml),IEP,4.25
CPM08,National Average Price,199806,1998M06,11620,Cider - take home ( 500ml can),IEP,1.239
CPM08,National Average Price,199806,1998M06,11630,Whiskey - take home (70cl bottle),IEP,13.65
CPM08,National Average Price,199806,1998M06,11640,Brandy - take home (70cl bottle),IEP,18.326
CPM08,National Average Price,199806,1998M06,11650,Vodka - take home (70cl bottle),IEP,12.34
CPM08,National Average Price,199806,1998M06,11660,Sherry - take home (75cl bottle),IEP,8.154
CPM08,National Average Price,199806,1998M06,11690,Stout - draught bar (1 pint),IEP,2.067
CPM08,National Average Price,199806,1998M06,11700,Lager - draught lounge (1/2 pint),IEP,1.297
CPM08,National Average Price,199806,1998M06,11710,Lager - draught lounge (1 pint),IEP,2.285
CPM08,National Average Price,199806,1998M06,11720,Lager - bottled bar (330ml bottle),IEP,2.238
CPM08,National Average Price,199806,1998M06,11730,Ale - draught bar (1/2 pint),IEP,1.209
CPM08,National Average Price,199806,1998M06,11740,Ale - draught bar (1 pint),IEP,2.095
CPM08,National Average Price,199806,1998M06,11750,Cider - bar (330ml bottle),IEP,2.343
CPM08,National Average Price,199806,1998M06,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.119
CPM08,National Average Price,199806,1998M06,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.094
CPM08,National Average Price,199806,1998M06,30430,Leaded petrol per ltr.,IEP,0.693
CPM08,National Average Price,199806,1998M06,30440,Petrol - unleaded per ltr.,IEP,0.59
CPM08,National Average Price,199806,1998M06,30450,Liquid petroleum gas per ltr.,IEP,0.381
CPM08,National Average Price,199806,1998M06,30460,Diesel per ltr.,IEP,0.555
CPM08,National Average Price,199807,1998M07,10010,Round steak per kg.,IEP,5.821
CPM08,National Average Price,199807,1998M07,10020,Sirloin steak per kg.,IEP,8.7
CPM08,National Average Price,199807,1998M07,10030,Rib steak per kg.,IEP,4.023
CPM08,National Average Price,199807,1998M07,10040,Leg beef (boneless) per kg.,IEP,4.294
CPM08,National Average Price,199807,1998M07,10050,Brisket pot roast per kg.,IEP,4.146
CPM08,National Average Price,199807,1998M07,10070,Lamb whole leg per kg.,IEP,5.865
CPM08,National Average Price,199807,1998M07,10080,Lamb loin chops per kg.,IEP,8.422
CPM08,National Average Price,199807,1998M07,10090,Lamb gigot chops per kg.,IEP,5.79
CPM08,National Average Price,199807,1998M07,10100,Lamb - neck per kg.,IEP,2.688
CPM08,National Average Price,199807,1998M07,10110,Lambs liver per kg.,IEP,3.341
CPM08,National Average Price,199807,1998M07,10120,Whole leg of pork per kg.,IEP,3.962
CPM08,National Average Price,199807,1998M07,10130,Pork loin chops per kg.,IEP,5.865
CPM08,National Average Price,199807,1998M07,10140,Shoulder roast of pork per kg.,IEP,3.275
CPM08,National Average Price,199807,1998M07,10150,Pork steak per kg.,IEP,8.314
CPM08,National Average Price,199807,1998M07,10160,Best back rashers per kg.,IEP,6.605
CPM08,National Average Price,199807,1998M07,10170,Streaky rashers per kg.,IEP,4.31
CPM08,National Average Price,199807,1998M07,10180,Ham fillet per kg.,IEP,5.654
CPM08,National Average Price,199807,1998M07,10240,Cooked ham per kg.,IEP,8.519
CPM08,National Average Price,199807,1998M07,10260,Pork sausages per kg.,IEP,3.05
CPM08,National Average Price,199807,1998M07,10270,Black pudding per kg.,IEP,3.035
CPM08,National Average Price,199807,1998M07,10280,Fillet of whiting per kg.,IEP,4.641
CPM08,National Average Price,199807,1998M07,10290,Cod cutlets per kg.,IEP,7.163
CPM08,National Average Price,199807,1998M07,10310,Fillet of plaice per kg.,IEP,8.882
CPM08,National Average Price,199807,1998M07,10340,Smoked kippers per kg.,IEP,4.438
CPM08,National Average Price,199807,1998M07,10460,Potatoes per 5lbs,IEP,1.761
CPM08,National Average Price,199807,1998M07,10470,Potatoes 10 kg.,IEP,4.989
CPM08,National Average Price,199807,1998M07,10480,Tomatoes per kg.,IEP,1.587
CPM08,National Average Price,199807,1998M07,10490,Onions per kg.,IEP,1.077
CPM08,National Average Price,199807,1998M07,10510,Broccoli per kg.,IEP,2.355
CPM08,National Average Price,199807,1998M07,10530,Carrots per kg.,IEP,0.913
CPM08,National Average Price,199807,1998M07,10540,Mushrooms per kg.,IEP,3.026
CPM08,National Average Price,199807,1998M07,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199807,1998M07,10800,Irish cheddar per kg.,IEP,5.82
CPM08,National Average Price,199807,1998M07,10820,Butter per lb.,IEP,1.597
CPM08,National Average Price,199807,1998M07,10880,Large (size 2) eggs per dozen,IEP,1.631
CPM08,National Average Price,199807,1998M07,10890,Medium (size 3) eggs per dozen,IEP,1.353
CPM08,National Average Price,199807,1998M07,10900,"Bread white sliced, large (800g)",IEP,0.739
CPM08,National Average Price,199807,1998M07,10910,"Bread brown sliced, large (800g)",IEP,0.825
CPM08,National Average Price,199807,1998M07,10920,"Bread white sliced, small (400g)",IEP,0.55
CPM08,National Average Price,199807,1998M07,11020,"White, plain flour per 2 kgs.",IEP,0.937
CPM08,National Average Price,199807,1998M07,11030,"White, self-raising flour per 2 kgs.",IEP,0.942
CPM08,National Average Price,199807,1998M07,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.98
CPM08,National Average Price,199807,1998M07,11080,White granulated sugar per kg.,IEP,0.894
CPM08,National Average Price,199807,1998M07,11310,Jam per lb.,IEP,1.059
CPM08,National Average Price,199807,1998M07,11320,Honey per lb.,IEP,1.663
CPM08,National Average Price,199807,1998M07,11330,Marmalade per lb.,IEP,1.065
CPM08,National Average Price,199807,1998M07,11580,Stout - take home (6 x 250ml),IEP,4.175
CPM08,National Average Price,199807,1998M07,11590,Lager - take home (4 x 330ml),IEP,4.168
CPM08,National Average Price,199807,1998M07,11610,Ale - take home (6 x 250ml),IEP,4.24
CPM08,National Average Price,199807,1998M07,11620,Cider - take home ( 500ml can),IEP,1.227
CPM08,National Average Price,199807,1998M07,11630,Whiskey - take home (70cl bottle),IEP,13.655
CPM08,National Average Price,199807,1998M07,11640,Brandy - take home (70cl bottle),IEP,18.336
CPM08,National Average Price,199807,1998M07,11650,Vodka - take home (70cl bottle),IEP,12.208
CPM08,National Average Price,199807,1998M07,11660,Sherry - take home (75cl bottle),IEP,8.051
CPM08,National Average Price,199807,1998M07,11690,Stout - draught bar (1 pint),IEP,2.084
CPM08,National Average Price,199807,1998M07,11700,Lager - draught lounge (1/2 pint),IEP,1.305
CPM08,National Average Price,199807,1998M07,11710,Lager - draught lounge (1 pint),IEP,2.302
CPM08,National Average Price,199807,1998M07,11720,Lager - bottled bar (330ml bottle),IEP,2.257
CPM08,National Average Price,199807,1998M07,11730,Ale - draught bar (1/2 pint),IEP,1.22
CPM08,National Average Price,199807,1998M07,11740,Ale - draught bar (1 pint),IEP,2.115
CPM08,National Average Price,199807,1998M07,11750,Cider - bar (330ml bottle),IEP,2.379
CPM08,National Average Price,199807,1998M07,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.121
CPM08,National Average Price,199807,1998M07,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,3.094
CPM08,National Average Price,199807,1998M07,30430,Leaded petrol per ltr.,IEP,0.693
CPM08,National Average Price,199807,1998M07,30440,Petrol - unleaded per ltr.,IEP,0.589
CPM08,National Average Price,199807,1998M07,30450,Liquid petroleum gas per ltr.,IEP,0.381
CPM08,National Average Price,199807,1998M07,30460,Diesel per ltr.,IEP,0.551
CPM08,National Average Price,199808,1998M08,10010,Round steak per kg.,IEP,6.269
CPM08,National Average Price,199808,1998M08,10020,Sirloin steak per kg.,IEP,8.515
CPM08,National Average Price,199808,1998M08,10030,Rib steak per kg.,IEP,4.061
CPM08,National Average Price,199808,1998M08,10040,Leg beef (boneless) per kg.,IEP,4.336
CPM08,National Average Price,199808,1998M08,10050,Brisket pot roast per kg.,IEP,4.133
CPM08,National Average Price,199808,1998M08,10070,Lamb whole leg per kg.,IEP,5.749
CPM08,National Average Price,199808,1998M08,10080,Lamb loin chops per kg.,IEP,8.041
CPM08,National Average Price,199808,1998M08,10090,Lamb gigot chops per kg.,IEP,5.666
CPM08,National Average Price,199808,1998M08,10100,Lamb - neck per kg.,IEP,2.654
CPM08,National Average Price,199808,1998M08,10110,Lambs liver per kg.,IEP,3.352
CPM08,National Average Price,199808,1998M08,10120,Whole leg of pork per kg.,IEP,3.879
CPM08,National Average Price,199808,1998M08,10130,Pork loin chops per kg.,IEP,5.807
CPM08,National Average Price,199808,1998M08,10140,Shoulder roast of pork per kg.,IEP,3.246
CPM08,National Average Price,199808,1998M08,10150,Pork steak per kg.,IEP,8.293
CPM08,National Average Price,199808,1998M08,10160,Best back rashers per kg.,IEP,6.553
CPM08,National Average Price,199808,1998M08,10170,Streaky rashers per kg.,IEP,4.309
CPM08,National Average Price,199808,1998M08,10180,Ham fillet per kg.,IEP,5.631
CPM08,National Average Price,199808,1998M08,10240,Cooked ham per kg.,IEP,8.609
CPM08,National Average Price,199808,1998M08,10260,Pork sausages per kg.,IEP,3.065
CPM08,National Average Price,199808,1998M08,10270,Black pudding per kg.,IEP,3.014
CPM08,National Average Price,199808,1998M08,10280,Fillet of whiting per kg.,IEP,4.607
CPM08,National Average Price,199808,1998M08,10290,Cod cutlets per kg.,IEP,7.268
CPM08,National Average Price,199808,1998M08,10310,Fillet of plaice per kg.,IEP,8.918
CPM08,National Average Price,199808,1998M08,10340,Smoked kippers per kg.,IEP,4.402
CPM08,National Average Price,199808,1998M08,10460,Potatoes per 5lbs,IEP,1.605
CPM08,National Average Price,199808,1998M08,10470,Potatoes 10 kg.,IEP,4.875
CPM08,National Average Price,199808,1998M08,10480,Tomatoes per kg.,IEP,1.59
CPM08,National Average Price,199808,1998M08,10490,Onions per kg.,IEP,1
CPM08,National Average Price,199808,1998M08,10510,Broccoli per kg.,IEP,1.964
CPM08,National Average Price,199808,1998M08,10530,Carrots per kg.,IEP,0.808
CPM08,National Average Price,199808,1998M08,10540,Mushrooms per kg.,IEP,3.095
CPM08,National Average Price,199808,1998M08,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199808,1998M08,10800,Irish cheddar per kg.,IEP,5.828
CPM08,National Average Price,199808,1998M08,10820,Butter per lb.,IEP,1.597
CPM08,National Average Price,199808,1998M08,10880,Large (size 2) eggs per dozen,IEP,1.637
CPM08,National Average Price,199808,1998M08,10890,Medium (size 3) eggs per dozen,IEP,1.372
CPM08,National Average Price,199808,1998M08,10900,"Bread white sliced, large (800g)",IEP,0.743
CPM08,National Average Price,199808,1998M08,10910,"Bread brown sliced, large (800g)",IEP,0.829
CPM08,National Average Price,199808,1998M08,10920,"Bread white sliced, small (400g)",IEP,0.55
CPM08,National Average Price,199808,1998M08,11020,"White, plain flour per 2 kgs.",IEP,0.94
CPM08,National Average Price,199808,1998M08,11030,"White, self-raising flour per 2 kgs.",IEP,0.944
CPM08,National Average Price,199808,1998M08,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.986
CPM08,National Average Price,199808,1998M08,11080,White granulated sugar per kg.,IEP,0.895
CPM08,National Average Price,199808,1998M08,11310,Jam per lb.,IEP,1.059
CPM08,National Average Price,199808,1998M08,11320,Honey per lb.,IEP,1.663
CPM08,National Average Price,199808,1998M08,11330,Marmalade per lb.,IEP,1.068
CPM08,National Average Price,199808,1998M08,11580,Stout - take home (6 x 250ml),IEP,4.177
CPM08,National Average Price,199808,1998M08,11590,Lager - take home (4 x 330ml),IEP,4.195
CPM08,National Average Price,199808,1998M08,11610,Ale - take home (6 x 250ml),IEP,4.211
CPM08,National Average Price,199808,1998M08,11620,Cider - take home ( 500ml can),IEP,1.254
CPM08,National Average Price,199808,1998M08,11630,Whiskey - take home (70cl bottle),IEP,13.636
CPM08,National Average Price,199808,1998M08,11640,Brandy - take home (70cl bottle),IEP,18.329
CPM08,National Average Price,199808,1998M08,11650,Vodka - take home (70cl bottle),IEP,12.239
CPM08,National Average Price,199808,1998M08,11660,Sherry - take home (75cl bottle),IEP,7.99
CPM08,National Average Price,199808,1998M08,11690,Stout - draught bar (1 pint),IEP,2.084
CPM08,National Average Price,199808,1998M08,11700,Lager - draught lounge (1/2 pint),IEP,1.308
CPM08,National Average Price,199808,1998M08,11710,Lager - draught lounge (1 pint),IEP,2.305
CPM08,National Average Price,199808,1998M08,11720,Lager - bottled bar (330ml bottle),IEP,2.261
CPM08,National Average Price,199808,1998M08,11730,Ale - draught bar (1/2 pint),IEP,1.225
CPM08,National Average Price,199808,1998M08,11740,Ale - draught bar (1 pint),IEP,2.122
CPM08,National Average Price,199808,1998M08,11750,Cider - bar (330ml bottle),IEP,2.373
CPM08,National Average Price,199808,1998M08,11810,"Plain cigarettes, standard size per 20 pk.",IEP,3.122
